Taille,Test,CPU,Mem,Action,Structure
25166000,32,10.17,871136,changeValue_last,vector
26847000,32,13.34,950028,getValue_first,arraylist
26847000,32,11.71,886108,getValue_first,vector
31672000,32,13.88,1082848,getValue_middle,arraylist
31672000,32,13.77,940244,getValue_middle,vector
24428000,32,11.73,855412,getValue_last,arraylist
24428000,32,10.16,866668,getValue_last,vector
11653000,33,5.88,438936,insert,arraylist
11653000,33,4.36,413964,insert,vector
14125000,33,9.72,623084,removeValue_first,arraylist
14125000,33,7.50,525432,removeValue_first,vector
11397000,33,5.25,378384,removeValue_middle,arraylist
11397000,33,6.83,484692,removeValue_middle,vector
31852000,33,16.14,1167504,removeValue_last,arraylist
31852000,33,13.81,941692,removeValue_last,vector
20623000,33,10.31,723788,changeValue_first,arraylist
20623000,33,9.29,723060,changeValue_first,vector
22287000,33,11.45,844628,changeValue_middle,arraylist
22287000,33,9.76,881716,changeValue_middle,vector
13030000,33,6.01,437572,changeValue_last,arraylist
13030000,33,5.01,471064,changeValue_last,vector
14866000,33,9.15,617924,getValue_first,arraylist
14866000,33,5.20,470012,getValue_first,vector
21073000,33,11.25,847988,getValue_middle,arraylist
21073000,33,9.80,851860,getValue_middle,vector
22976000,33,11.25,848688,getValue_last,arraylist
22976000,33,9.66,886220,getValue_last,vector
32523000,34,15.79,1165684,insert,arraylist
32523000,34,13.65,947900,insert,vector
13492000,34,5.87,451020,removeValue_first,arraylist
13492000,34,7.06,459736,removeValue_first,vector
16399000,34,9.92,652924,removeValue_middle,arraylist
16399000,34,9.23,612204,removeValue_middle,vector
27934000,34,12.74,955428,removeValue_last,arraylist
27934000,34,11.04,916868,removeValue_last,vector
31631000,34,15.16,1174940,changeValue_first,arraylist
31631000,34,13.87,969012,changeValue_first,vector
29796000,34,13.58,950168,changeValue_middle,arraylist
29796000,34,11.52,918660,changeValue_middle,vector
22273000,34,11.00,850984,changeValue_last,arraylist
22273000,34,9.56,875356,changeValue_last,vector
16205000,34,9.42,638824,getValue_first,arraylist
16205000,34,7.48,543876,getValue_first,vector
23749000,34,11.87,849756,getValue_middle,arraylist
23749000,34,9.79,873720,getValue_middle,vector
15310000,34,9.29,629636,getValue_last,arraylist
15310000,34,7.05,545480,getValue_last,vector
15090000,35,9.32,625200,insert,arraylist
15090000,35,7.54,531452,insert,vector
11978000,35,5.89,435632,removeValue_first,arraylist
11978000,35,4.48,420176,removeValue_first,vector
22662000,35,11.07,840644,removeValue_middle,arraylist
22662000,35,11.76,883504,removeValue_middle,vector
16878000,35,9.12,653388,removeValue_last,arraylist
16878000,35,7.74,563424,removeValue_last,vector
27259000,35,12.82,946524,changeValue_first,arraylist
27259000,35,11.11,904368,changeValue_first,vector
15878000,35,9.11,636108,changeValue_middle,arraylist
15878000,35,5.40,475544,changeValue_middle,vector
19769000,35,9.64,690912,changeValue_last,arraylist
19769000,35,8.94,667312,changeValue_last,vector
20262000,35,10.55,734084,getValue_first,arraylist
20262000,35,9.20,674280,getValue_first,vector
19938000,35,10.12,698452,getValue_middle,arraylist
19938000,35,9.02,665232,getValue_middle,vector
28204000,35,12.96,955160,getValue_last,arraylist
28204000,35,11.01,907552,getValue_last,vector
10651000,36,4.65,381492,insert,arraylist
10651000,36,6.40,454964,insert,vector
15207000,36,9.43,624208,removeValue_first,arraylist
15207000,36,5.80,478344,removeValue_first,vector
23674000,36,11.89,851436,removeValue_middle,arraylist
23674000,36,11.69,894020,removeValue_middle,vector
30119000,36,13.30,957000,removeValue_last,arraylist
30119000,36,13.14,966416,removeValue_last,vector
11290000,36,5.11,383260,changeValue_first,arraylist
11290000,36,6.22,455796,changeValue_first,vector
28220000,36,13.36,937816,changeValue_middle,arraylist
28220000,36,11.35,935728,changeValue_middle,vector
22324000,36,10.93,846928,changeValue_last,arraylist
22324000,36,10.01,870320,changeValue_last,vector
10278000,36,4.70,376044,getValue_first,arraylist
10278000,36,3.50,351808,getValue_first,vector
21780000,36,11.52,851108,getValue_middle,arraylist
21780000,36,9.98,855916,getValue_middle,vector
19140000,36,9.46,691784,getValue_last,arraylist
19140000,36,8.58,652316,getValue_last,vector
14949000,37,9.19,622772,insert,arraylist
14949000,37,7.55,526800,insert,vector
26095000,37,13.15,913232,removeValue_first,arraylist
26095000,37,12.54,884104,removeValue_first,vector
13137000,37,6.20,439056,removeValue_middle,arraylist
13137000,37,6.53,455052,removeValue_middle,vector
18651000,37,9.34,681152,removeValue_last,arraylist
18651000,37,8.81,645056,removeValue_last,vector
18127000,37,9.05,668200,changeValue_first,arraylist
18127000,37,7.82,584996,changeValue_first,vector
32462000,37,15.57,1170428,changeValue_middle,arraylist
32462000,37,13.89,938380,changeValue_middle,vector
14832000,37,8.93,621308,changeValue_last,arraylist
14832000,37,7.42,528684,changeValue_last,vector
26782000,37,12.79,951912,getValue_first,arraylist
26782000,37,12.05,868876,getValue_first,vector
30302000,37,13.57,945980,getValue_middle,arraylist
30302000,37,11.50,902532,getValue_middle,vector
13937000,37,9.07,602720,getValue_last,arraylist
13937000,37,6.61,466048,getValue_last,vector
15760000,38,9.03,633228,insert,arraylist
15760000,38,7.76,536624,insert,vector
16507000,38,9.89,636408,removeValue_first,arraylist
16507000,38,10.18,618076,removeValue_first,vector
31671000,38,21.42,1212916,removeValue_middle,arraylist
31671000,38,13.53,1002528,removeValue_middle,vector
14757000,38,9.27,614740,removeValue_last,arraylist
14757000,38,5.26,468688,removeValue_last,vector
15518000,38,9.37,628780,changeValue_first,arraylist
15518000,38,7.17,531136,changeValue_first,vector
15023000,38,9.18,620124,changeValue_middle,arraylist
15023000,38,5.29,468188,changeValue_middle,vector
24487000,38,10.99,838164,changeValue_last,arraylist
24487000,38,11.82,881312,changeValue_last,vector
32748000,38,16.43,1173976,getValue_first,arraylist
32748000,38,13.51,965776,getValue_first,vector
26988000,38,12.44,941164,getValue_middle,arraylist
26988000,38,11.26,927396,getValue_middle,vector
29044000,38,13.29,940912,getValue_last,arraylist
29044000,38,13.22,939104,getValue_last,vector
27117000,39,13.36,950992,insert,arraylist
27117000,39,12.07,879812,insert,vector
28681000,39,12.99,956232,removeValue_first,arraylist
28681000,39,14.12,941716,removeValue_first,vector
26693000,39,13.40,948584,removeValue_middle,arraylist
26693000,39,11.32,927300,removeValue_middle,vector
15894000,39,9.31,634680,removeValue_last,arraylist
15894000,39,5.45,478404,removeValue_last,vector
32098000,39,15.68,1178520,changeValue_first,arraylist
32098000,39,13.72,939852,changeValue_first,vector
19889000,39,9.74,695432,changeValue_middle,arraylist
19889000,39,9.09,664280,changeValue_middle,vector
18073000,39,9.62,669816,changeValue_last,arraylist
18073000,39,8.78,637904,changeValue_last,vector
21418000,39,11.47,840884,getValue_first,arraylist
21418000,39,9.88,868436,getValue_first,vector
27800000,39,13.48,944476,getValue_middle,arraylist
27800000,39,11.70,883892,getValue_middle,vector
10164000,39,4.56,365708,getValue_last,arraylist
10164000,39,3.59,355276,getValue_last,vector
21805000,40,11.36,848844,insert,arraylist
21805000,40,9.82,869532,insert,vector
10197000,40,5.21,379036,removeValue_first,arraylist
