Taille,Test,CPU,Mem,Action,Structure
5757000,49,2.31,256408,getValue_middle,vector
6849000,49,3.85,307684,getValue_last,arraylist
6849000,49,2.39,272948,getValue_last,vector
6718000,50,3.67,305552,insert,arraylist
6718000,50,2.48,273856,insert,vector
6138000,50,3.12,265592,removeValue_first,arraylist
6138000,50,2.55,261092,removeValue_first,vector
18268000,50,9.68,673800,removeValue_middle,arraylist
18268000,50,10.11,646616,removeValue_middle,vector
5809000,50,2.84,257788,removeValue_last,arraylist
5809000,50,2.11,261572,removeValue_last,vector
22723000,50,11.56,845968,changeValue_first,arraylist
22723000,50,11.30,889624,changeValue_first,vector
31083000,50,13.47,958296,changeValue_middle,arraylist
31083000,50,13.59,952540,changeValue_middle,vector
27591000,50,13.37,954432,changeValue_last,arraylist
27591000,50,13.58,978656,changeValue_last,vector
28437000,50,13.34,954580,getValue_first,arraylist
28437000,50,12.94,954440,getValue_first,vector
27684000,50,13.13,954636,getValue_middle,arraylist
27684000,50,12.44,881120,getValue_middle,vector
20567000,50,10.65,719148,getValue_last,arraylist
20567000,50,9.08,678260,getValue_last,vector
15453000,51,8.88,629364,insert,arraylist
15453000,51,7.60,536596,insert,vector
6556000,51,3.73,306304,removeValue_first,arraylist
6556000,51,2.41,269200,removeValue_first,vector
31800000,51,14.08,1079784,removeValue_middle,arraylist
31800000,51,14.02,963028,removeValue_middle,vector
16861000,51,9.50,644980,removeValue_last,arraylist
16861000,51,8.90,617116,removeValue_last,vector
10765000,51,4.63,371256,changeValue_first,arraylist
10765000,51,4.05,418988,changeValue_first,vector
17300000,51,9.41,657484,changeValue_middle,arraylist
17300000,51,7.93,566004,changeValue_middle,vector
15042000,51,9.31,624088,changeValue_last,arraylist
15042000,51,5.50,464932,changeValue_last,vector
10473000,51,4.70,378896,getValue_first,arraylist
10473000,51,3.74,351384,getValue_first,vector
29327000,51,12.90,935240,getValue_middle,arraylist
29327000,51,13.14,947348,getValue_middle,vector
11768000,51,5.60,436132,getValue_last,arraylist
11768000,51,4.38,422180,getValue_last,vector
32209000,52,15.77,1175360,insert,arraylist
32209000,52,13.08,962024,insert,vector
23157000,52,11.89,852500,removeValue_first,arraylist
23157000,52,10.07,886004,removeValue_first,vector
17169000,52,9.53,653992,removeValue_middle,arraylist
17169000,52,9.69,627568,removeValue_middle,vector
14408000,52,9.24,610748,removeValue_last,arraylist
14408000,52,5.46,470152,removeValue_last,vector
23907000,52,11.31,854456,changeValue_first,arraylist
23907000,52,11.41,890236,changeValue_first,vector
20251000,52,10.23,729968,changeValue_middle,arraylist
20251000,52,9.01,675348,changeValue_middle,vector
32125000,52,15.09,1170152,changeValue_last,arraylist
32125000,52,13.92,947188,changeValue_last,vector
17631000,52,9.36,659448,getValue_first,arraylist
17631000,52,8.60,629784,getValue_first,vector
5942000,52,2.88,260780,getValue_middle,arraylist
5942000,52,2.39,258564,getValue_middle,vector
13798000,52,6.12,436348,getValue_last,arraylist
13798000,52,6.57,463212,getValue_last,vector
13044000,53,5.75,419812,insert,arraylist
13044000,53,5.08,472852,insert,vector
12599000,53,6.22,437780,removeValue_first,arraylist
12599000,53,5.15,473296,removeValue_first,vector
6755000,53,4.00,308360,removeValue_middle,arraylist
6755000,53,2.47,272196,removeValue_middle,vector
16335000,53,9.02,643900,removeValue_last,arraylist
16335000,53,7.54,562132,removeValue_last,vector
23399000,53,11.29,850220,changeValue_first,arraylist
23399000,53,11.56,884744,changeValue_first,vector
22254000,53,11.73,857288,changeValue_middle,arraylist
22254000,53,11.57,878728,changeValue_middle,vector
23348000,53,11.11,850484,changeValue_last,arraylist
23348000,53,11.32,887580,changeValue_last,vector
23847000,53,11.50,851836,getValue_first,arraylist
23847000,53,9.83,865852,getValue_first,vector
24401000,53,12.03,853464,getValue_middle,arraylist
24401000,53,11.64,886536,getValue_middle,vector
27536000,53,13.14,954332,getValue_last,arraylist
27536000,53,12.43,888288,getValue_last,vector
29494000,54,13.28,951692,insert,arraylist
29494000,54,12.64,957932,insert,vector
24665000,54,12.97,923088,removeValue_first,arraylist
24665000,54,11.81,888288,removeValue_first,vector
30579000,54,13.58,953492,removeValue_middle,arraylist
30579000,54,13.95,962316,removeValue_middle,vector
22934000,54,10.90,852240,removeValue_last,arraylist
22934000,54,11.52,881372,removeValue_last,vector
30752000,54,12.53,942572,changeValue_first,arraylist
30752000,54,11.02,924784,changeValue_first,vector
28347000,54,13.32,952500,changeValue_middle,arraylist
28347000,54,13.17,940752,changeValue_middle,vector
16222000,54,9.32,635604,changeValue_last,arraylist
16222000,54,8.56,607104,changeValue_last,vector
16873000,54,9.06,649008,getValue_first,arraylist
16873000,54,7.37,554960,getValue_first,vector
17713000,54,9.40,666936,getValue_middle,arraylist
17713000,54,7.52,573832,getValue_middle,vector
13472000,54,6.08,440340,getValue_last,arraylist
13472000,54,6.62,455288,getValue_last,vector
11083000,55,4.95,377176,insert,arraylist
11083000,55,6.26,451436,insert,vector
27284000,55,13.08,932884,removeValue_first,arraylist
27284000,55,11.45,925804,removeValue_first,vector
16088000,55,9.79,668072,removeValue_middle,arraylist
16088000,55,9.57,608884,removeValue_middle,vector
27765000,55,12.92,955516,removeValue_last,arraylist
27765000,55,13.27,938960,removeValue_last,vector
16320000,55,9.10,639252,changeValue_first,arraylist
16320000,55,7.27,557012,changeValue_first,vector
10529000,55,4.79,378032,changeValue_middle,arraylist
10529000,55,4.21,419188,changeValue_middle,vector
21130000,55,11.50,846804,changeValue_last,arraylist
21130000,55,9.40,879344,changeValue_last,vector
25157000,55,11.52,851496,getValue_first,arraylist
25157000,55,11.49,881236,getValue_first,vector
21070000,55,11.34,853440,getValue_middle,arraylist
21070000,55,10.25,852484,getValue_middle,vector
8007000,55,4.02,310692,getValue_last,arraylist
8007000,55,3.04,319156,getValue_last,vector
19511000,56,10.06,687392,insert,arraylist
19511000,56,8.67,689236,insert,vector
14470000,56,9.81,617564,removeValue_first,arraylist
14470000,56,5.68,460948,removeValue_first,vector
9430000,56,4.61,378264,removeValue_middle,arraylist
9430000,56,3.44,315664,removeValue_middle,vector
25541000,56,12.51,948164,removeValue_last,arraylist
25541000,56,11.89,887156,removeValue_last,vector
12172000,56,5.48,418448,changeValue_first,arraylist
12172000,56,3.99,418084,changeValue_first,vector
8059000,56,3.76,308420,changeValue_middle,arraylist
8059000,56,2.92,319352,changeValue_middle,vector
21259000,56,10.89,849800,changeValue_last,arraylist
21259000,56,9.79,857252,changeValue_last,vector
9784000,56,4.93,377236,getValue_first,arraylist
9784000,56,3.83,352144,getValue_first,vector
14371000,56,9.32,608548,getValue_middle,arraylist
14371000,56,5.03,466068,getValue_middle,vector
9213000,56,4.41,350968,getValue_last,arraylist
9213000,56,3.28,316312,getValue_last,vector
25804000,57,12.45,953180,insert,arraylist
25804000,57,12.20,877876,insert,vector
5314000,57,3.10,249168,removeValue_first,arraylist
5314000,57,2.30,253488,removeValue_first,vector
31275000,57,14.45,1075084,removeValue_middle,arraylist
31275000,57,13.00,978084,removeValue_middle,vector
19131000,57,9.43,687228,removeValue_last,arraylist
19131000,57,8.94,652140,removeValue_last,vector
16035000,57,8.89,636292,changeValue_first,arraylist
16035000,57,8.60,603872,changeValue_first,vector
23160000,57,11.67,851192,changeValue_middle,arraylist
23160000,57,11.67,885756,changeValue_middle,vector
5976000,57,3.08,265168,changeValue_last,arraylist
5976000,57,2.20,262880,changeValue_last,vector
14148000,57,9.03,609568,getValue_first,arraylist
14148000,57,7.47,515576,getValue_first,vector
31843000,57,20.10,1219732,getValue_middle,arraylist
31843000,57,13.79,953552,getValue_middle,vector
30874000,57,13.89,958808,getValue_last,arraylist
30874000,57,13.71,951096,getValue_last,vector
27990000,58,12.52,918944,insert,arraylist
27990000,58,13.40,949992,insert,vector
14113000,58,9.90,630316,removeValue_first,arraylist
14113000,58,5.68,466984,removeValue_first,vector
26838000,58,13.42,952720,removeValue_middle,arraylist
26838000,58,12.77,885020,removeValue_middle,vector
23764000,58,11.45,847620,removeValue_last,arraylist
23764000,58,9.51,877152,removeValue_last,vector
28104000,58,12.92,938536,changeValue_first,arraylist
28104000,58,13.45,945284,changeValue_first,vector
26564000,58,12.28,948696,changeValue_middle,arraylist
26564000,58,11.58,878276,changeValue_middle,vector
30640000,58,13.30,956164,changeValue_last,arraylist
30640000,58,12.35,967852,changeValue_last,vector
20719000,58,10.69,728744,getValue_first,arraylist
20719000,58,9.12,676352,getValue_first,vector
7720000,58,3.81,309136,getValue_middle,arraylist
7720000,58,2.74,321212,getValue_middle,vector
25833000,58,12.54,882888,getValue_last,arraylist
25833000,58,11.71,894952,getValue_last,vector
13068000,59,5.45,416148,insert,arraylist
13068000,59,6.92,449324,insert,vector
16517000,59,9.94,647864,removeValue_first,arraylist
16517000,59,9.83,617704,removeValue_first,vector
31574000,59,14.29,1077304,removeValue_middle,arraylist
31574000,59,13.45,943344,removeValue_middle,vector
30007000,59,13.33,953248,removeValue_last,arraylist
30007000,59,11.68,915000,removeValue_last,vector
32152000,59,19.94,1221700,changeValue_first,arraylist
32152000,59,13.40,950180,changeValue_first,vector
9854000,59,4.67,374088,changeValue_middle,arraylist
9854000,59,3.74,349476,changeValue_middle,vector
8200000,59,3.84,301148,changeValue_last,arraylist
8200000,59,3.08,312276,changeValue_last,vector
11162000,59,5.09,378484,getValue_first,arraylist
11162000,59,4.20,416712,getValue_first,vector
7190000,59,3.69,301680,getValue_middle,arraylist
7190000,59,2.82,315380,getValue_middle,vector
29317000,59,13.47,954300,getValue_last,arraylist
29317000,59,13.09,952396,getValue_last,vector
31917000,60,15.47,1172780,insert,arraylist
31917000,60,14.59,946092,insert,vector
17986000,60,9.77,676408,removeValue_first,arraylist
17986000,60,9.30,637876,removeValue_first,vector
7762000,60,3.76,311864,removeValue_middle,arraylist
7762000,60,2.93,317044,removeValue_middle,vector
22902000,60,11.46,850400,removeValue_last,arraylist
22902000,60,11.65,887808,removeValue_last,vector
28947000,60,13.62,955456,changeValue_first,arraylist
28947000,60,13.37,930528,changeValue_first,vector
15006000,60,8.90,620728,changeValue_middle,arraylist
15006000,60,7.36,535872,changeValue_middle,vector
25115000,60,11.63,850104,changeValue_last,arraylist
25115000,60,11.80,883564,changeValue_last,vector
5254000,60,3.00,248992,getValue_first,arraylist
5254000,60,2.25,247256,getValue_first,vector
8961000,60,4.54,351532,getValue_middle,arraylist
8961000,60,3.13,320740,getValue_middle,vector
11715000,60,4.87,383024,getValue_last,arraylist
11715000,60,6.14,458668,getValue_last,vector
31839000,61,15.61,1171512,insert,arraylist
31839000,61,13.14,965064,insert,vector
23190000,61,11.60,839144,removeValue_first,arraylist
23190000,61,10.18,859428,removeValue_first,vector
25014000,61,11.52,855736,removeValue_middle,arraylist
25014000,61,10.26,889492,removeValue_middle,vector
27690000,61,12.89,945012,removeValue_last,arraylist
27690000,61,13.25,946616,removeValue_last,vector
16732000,61,9.41,645564,changeValue_first,arraylist
16732000,61,8.66,612964,changeValue_first,vector
7975000,61,3.84,306376,changeValue_middle,arraylist
7975000,61,2.98,312576,changeValue_middle,vector
23232000,61,11.31,851700,changeValue_last,arraylist
23232000,61,11.47,881912,changeValue_last,vector
8272000,61,3.96,309376,getValue_first,arraylist
8272000,61,2.98,312276,getValue_first,vector
25928000,61,13.31,953964,getValue_middle,arraylist
25928000,61,11.76,884472,getValue_middle,vector
32163000,61,15.93,1162760,getValue_last,arraylist
32163000,61,13.64,955912,getValue_last,vector
5709000,62,3.04,258904,insert,arraylist
5709000,62,2.43,251868,insert,vector
10974000,62,5.63,416892,removeValue_first,arraylist
10974000,62,6.66,448676,removeValue_first,vector
24773000,62,11.85,849096,removeValue_middle,arraylist
24773000,62,11.48,878376,removeValue_middle,vector
19480000,62,7.30,666540,removeValue_last,arraylist
19480000,62,9.14,660396,removeValue_last,vector
19999000,62,9.72,705096,changeValue_first,arraylist
19999000,62,9.05,716248,changeValue_first,vector
23854000,62,11.62,849244,changeValue_middle,arraylist
23854000,62,11.50,885312,changeValue_middle,vector
10818000,62,4.90,378416,changeValue_last,arraylist
10818000,62,5.96,452272,changeValue_last,vector
28759000,62,13.21,933556,getValue_first,arraylist
28759000,62,11.09,937852,getValue_first,vector
24817000,62,11.83,851540,getValue_middle,arraylist
24817000,62,10.81,904732,getValue_middle,vector
6145000,62,3.01,260852,getValue_last,arraylist
6145000,62,2.43,263704,getValue_last,vector
30279000,63,13.33,950824,insert,arraylist
30279000,63,13.69,926932,insert,vector
27459000,63,13.76,938164,removeValue_first,arraylist
27459000,63,12.83,877536,removeValue_first,vector
11149000,63,5.27,376748,removeValue_middle,arraylist
11149000,63,4.03,421288,removeValue_middle,vector
26201000,63,12.50,957528,removeValue_last,arraylist
26201000,63,10.93,898172,removeValue_last,vector
31862000,63,16.26,1166224,changeValue_first,arraylist
31862000,63,13.60,970316,changeValue_first,vector
14738000,63,9.61,612612,changeValue_middle,arraylist
14738000,63,5.23,467076,changeValue_middle,vector
21929000,63,11.11,856236,changeValue_last,arraylist
21929000,63,10.13,864620,changeValue_last,vector
19627000,63,10.05,692892,getValue_first,arraylist
19627000,63,9.44,661956,getValue_first,vector
8834000,63,4.09,337820,getValue_middle,arraylist
8834000,63,3.21,320312,getValue_middle,vector
12616000,63,5.65,441992,getValue_last,arraylist
12616000,63,4.74,469104,getValue_last,vector
6266000,64,3.70,305736,insert,arraylist
6266000,64,2.36,266456,insert,vector
8815000,64,4.52,350788,removeValue_first,arraylist
8815000,64,3.19,312428,removeValue_first,vector
22933000,64,11.54,849080,removeValue_middle,arraylist
22933000,64,12.14,885832,removeValue_middle,vector
29993000,64,13.43,960896,removeValue_last,arraylist
29993000,64,11.75,928952,removeValue_last,vector
5623000,64,2.97,257404,changeValue_first,arraylist
5623000,64,2.28,251748,changeValue_first,vector
8006000,64,3.95,307304,changeValue_middle,arraylist
8006000,64,3.04,310236,changeValue_middle,vector
12894000,64,6.07,430608,changeValue_last,arraylist
12894000,64,5.21,469220,changeValue_last,vector
24268000,64,11.83,845104,getValue_first,arraylist
24268000,64,11.89,886628,getValue_first,vector
14341000,64,8.84,610672,getValue_middle,arraylist
14341000,64,4.99,473936,getValue_middle,vector
31085000,64,13.33,954744,getValue_last,arraylist
31085000,64,13.42,967080,getValue_last,vector
11821000,65,5.85,431584,insert,arraylist
11821000,65,6.49,446776,insert,vector
9192000,65,4.83,347380,removeValue_first,arraylist
9192000,65,3.36,313228,removeValue_first,vector
27256000,65,13.16,955928,removeValue_middle,arraylist
27256000,65,12.32,879796,removeValue_middle,vector
9988000,65,4.85,373176,removeValue_last,arraylist
9988000,65,3.84,349392,removeValue_last,vector
13114000,65,6.17,439952,changeValue_first,arraylist
13114000,65,5.50,465132,changeValue_first,vector
25662000,65,12.13,857300,changeValue_middle,arraylist
25662000,65,12.54,892932,changeValue_middle,vector
19652000,65,11.42,708776,changeValue_last,arraylist
19652000,65,9.28,657892,changeValue_last,vector
28816000,65,13.44,943976,getValue_first,arraylist
28816000,65,13.36,938576,getValue_first,vector
6459000,65,3.72,305140,getValue_middle,arraylist
6459000,65,2.39,269932,getValue_middle,vector
17807000,65,9.90,662924,getValue_last,arraylist
17807000,65,8.85,626584,getValue_last,vector
13881000,66,9.26,607660,insert,arraylist
13881000,66,5.52,475112,insert,vector
10619000,66,5.01,378152,removeValue_first,arraylist
10619000,66,6.37,456952,removeValue_first,vector
12835000,66,5.62,437472,removeValue_middle,arraylist
12835000,66,6.60,452140,removeValue_middle,vector
9843000,66,4.65,364436,removeValue_last,arraylist
9843000,66,3.94,348568,removeValue_last,vector
31831000,66,15.57,1171792,changeValue_first,arraylist
31831000,66,13.49,939992,changeValue_first,vector
20601000,66,10.70,725956,changeValue_middle,arraylist
20601000,66,9.31,676584,changeValue_middle,vector
14812000,66,9.42,611740,changeValue_last,arraylist
14812000,66,5.24,474236,changeValue_last,vector
12219000,66,5.57,438568,getValue_first,arraylist
12219000,66,4.20,418900,getValue_first,vector
17174000,66,9.39,660556,getValue_middle,arraylist
17174000,66,8.78,621120,getValue_middle,vector
18631000,66,9.73,683156,getValue_last,arraylist
18631000,66,7.53,587696,getValue_last,vector
17313000,67,9.61,655860,insert,arraylist
17313000,67,8.75,619580,insert,vector
8721000,67,4.42,357196,removeValue_first,arraylist
8721000,67,3.50,311604,removeValue_first,vector
6312000,67,3.65,309068,removeValue_middle,arraylist
6312000,67,2.34,267520,removeValue_middle,vector
31600000,67,12.96,1221416,removeValue_last,arraylist
31600000,67,13.00,1011328,removeValue_last,vector
10546000,67,5.08,375276,changeValue_first,arraylist
10546000,67,4.20,422172,changeValue_first,vector
16429000,67,9.31,640104,changeValue_middle,arraylist
16429000,67,8.91,607300,changeValue_middle,vector
20049000,67,11.09,727240,changeValue_last,arraylist
20049000,67,8.97,668228,changeValue_last,vector
25643000,67,11.65,850360,getValue_first,arraylist
25643000,67,11.80,887552,getValue_first,vector
18869000,67,9.66,685264,getValue_middle,arraylist
18869000,67,8.80,651596,getValue_middle,vector
12614000,67,5.51,419336,getValue_last,arraylist
12614000,67,5.07,466736,getValue_last,vector
30852000,68,13.68,954104,insert,arraylist
30852000,68,13.04,964200,insert,vector
14633000,68,9.51,620244,removeValue_first,arraylist
14633000,68,7.89,523676,removeValue_first,vector
13029000,68,6.14,413412,removeValue_middle,arraylist
13029000,68,5.03,472156,removeValue_middle,vector
14152000,68,9.24,603968,removeValue_last,arraylist
14152000,68,5.19,470960,removeValue_last,vector
11673000,68,5.59,443868,changeValue_first,arraylist
11673000,68,4.32,414428,changeValue_first,vector
9879000,68,4.76,381464,changeValue_middle,arraylist
9879000,68,3.65,351008,changeValue_middle,vector
27904000,68,12.68,949380,changeValue_last,arraylist
27904000,68,11.77,891932,changeValue_last,vector
7296000,68,3.73,310780,getValue_first,arraylist
7296000,68,2.91,316144,getValue_first,vector
21143000,68,11.74,848348,getValue_middle,arraylist
21143000,68,9.92,844356,getValue_middle,vector
27541000,68,12.92,941156,getValue_last,arraylist
27541000,68,11.79,887184,getValue_last,vector
10081000,69,4.71,381624,insert,arraylist
10081000,69,3.90,355520,insert,vector
30727000,69,14.11,954864,removeValue_first,arraylist
30727000,69,13.98,954532,removeValue_first,vector
17841000,69,9.56,668256,removeValue_middle,arraylist
17841000,69,9.78,639880,removeValue_middle,vector
5637000,69,2.88,257840,removeValue_last,arraylist
5637000,69,2.17,256044,removeValue_last,vector
18932000,69,9.51,683248,changeValue_first,arraylist
18932000,69,8.89,647936,changeValue_first,vector
13290000,69,5.83,417584,changeValue_middle,arraylist
13290000,69,6.79,450904,changeValue_middle,vector
31119000,69,13.20,953056,changeValue_last,arraylist
31119000,69,12.61,987856,changeValue_last,vector
12267000,69,5.68,440168,getValue_first,arraylist
12267000,69,6.12,451052,getValue_first,vector
11165000,69,5.13,374668,getValue_middle,arraylist
11165000,69,4.16,421036,getValue_middle,vector
21878000,69,11.45,843908,getValue_last,arraylist
21878000,69,9.98,865056,getValue_last,vector
15148000,70,8.64,620564,insert,arraylist
15148000,70,7.21,532588,insert,vector
28886000,70,13.14,941184,removeValue_first,arraylist
28886000,70,11.74,870296,removeValue_first,vector
29080000,70,13.86,950376,removeValue_middle,arraylist
29080000,70,13.40,955700,removeValue_middle,vector
27902000,70,12.72,952840,removeValue_last,arraylist
27902000,70,12.63,949080,removeValue_last,vector
19920000,70,9.75,700324,changeValue_first,arraylist
19920000,70,9.17,665564,changeValue_first,vector
7224000,70,3.53,307084,changeValue_middle,arraylist
7224000,70,3.00,315384,changeValue_middle,vector
9398000,70,4.75,376104,changeValue_last,arraylist
9398000,70,3.31,318568,changeValue_last,vector
23097000,70,11.35,856972,getValue_first,arraylist
23097000,70,11.32,892580,getValue_first,vector
29766000,70,13.18,945676,getValue_middle,arraylist
29766000,70,13.51,945040,getValue_middle,vector
15554000,70,9.28,631440,getValue_last,arraylist
15554000,70,7.29,531384,getValue_last,vector
21943000,71,10.85,855660,insert,arraylist
21943000,71,9.75,869424,insert,vector
5432000,71,2.95,252812,removeValue_first,arraylist
5432000,71,2.40,246888,removeValue_first,vector
11270000,71,5.30,380252,removeValue_middle,arraylist
11270000,71,4.43,418976,removeValue_middle,vector
17875000,71,9.52,659764,removeValue_last,arraylist
17875000,71,8.62,633812,removeValue_last,vector
8986000,71,4.32,361840,changeValue_first,arraylist
8986000,71,3.20,313664,changeValue_first,vector
7061000,71,3.61,307880,changeValue_middle,arraylist
7061000,71,2.32,279964,changeValue_middle,vector
21852000,71,11.51,849460,changeValue_last,arraylist
21852000,71,9.88,868376,changeValue_last,vector
6644000,71,3.72,302740,getValue_first,arraylist
6644000,71,2.42,268980,getValue_first,vector
32191000,71,16.07,1177000,getValue_middle,arraylist
32191000,71,13.58,998640,getValue_middle,vector
13968000,71,8.42,599904,getValue_last,arraylist
13968000,71,5.21,465544,getValue_last,vector
10819000,72,4.89,378256,insert,arraylist
10819000,72,6.57,451584,insert,vector
6707000,72,3.80,309416,removeValue_first,arraylist
6707000,72,2.52,269340,removeValue_first,vector
10712000,72,4.99,374616,removeValue_middle,arraylist
10712000,72,6.93,490916,removeValue_middle,vector
21860000,72,11.37,850436,removeValue_last,arraylist
21860000,72,10.37,863484,removeValue_last,vector
17600000,72,9.31,665148,changeValue_first,arraylist
17600000,72,9.01,630228,changeValue_first,vector
19089000,72,9.70,681032,changeValue_middle,arraylist
19089000,72,9.35,647232,changeValue_middle,vector
32367000,72,15.79,1177872,changeValue_last,arraylist
32367000,72,13.31,946904,changeValue_last,vector
21396000,72,11.23,848872,getValue_first,arraylist
21396000,72,10.30,855060,getValue_first,vector
22684000,72,11.76,847524,getValue_middle,arraylist
22684000,72,9.61,871848,getValue_middle,vector
6838000,72,3.70,310512,getValue_last,arraylist
6838000,72,2.24,274264,getValue_last,vector
22323000,73,11.31,845296,insert,arraylist
22323000,73,9.32,866344,insert,vector
30603000,73,13.61,958004,removeValue_first,arraylist
30603000,73,14.78,942524,removeValue_first,vector
28050000,73,13.23,947448,removeValue_middle,arraylist
28050000,73,13.41,964740,removeValue_middle,vector
8859000,73,4.45,356132,removeValue_last,arraylist
8859000,73,3.07,312292,removeValue_last,vector
9236000,73,4.42,385528,changeValue_first,arraylist
9236000,73,3.21,314276,changeValue_first,vector
7689000,73,3.94,310256,changeValue_middle,arraylist
7689000,73,3.02,316600,changeValue_middle,vector
28040000,73,13.34,951076,changeValue_last,arraylist
28040000,73,12.55,889596,changeValue_last,vector
17369000,73,9.51,661316,getValue_first,arraylist
17369000,73,8.81,619804,getValue_first,vector
7439000,73,3.75,305900,getValue_middle,arraylist
7439000,73,2.88,316256,getValue_middle,vector
19955000,73,9.88,701304,getValue_last,arraylist
19955000,73,8.99,666236,getValue_last,vector
16896000,74,9.69,648252,insert,arraylist
16896000,74,8.77,616092,insert,vector
7523000,74,3.83,310324,removeValue_first,arraylist
7523000,74,3.17,313924,removeValue_first,vector
29013000,74,13.10,957292,removeValue_middle,arraylist
29013000,74,13.68,991840,removeValue_middle,vector
7124000,74,3.74,302432,removeValue_last,arraylist
7124000,74,2.46,276940,removeValue_last,vector
21953000,74,11.21,847108,changeValue_first,arraylist
21953000,74,9.33,889088,changeValue_first,vector
11786000,74,5.51,415872,changeValue_middle,arraylist
11786000,74,4.13,415804,changeValue_middle,vector
18652000,74,9.54,679428,changeValue_last,arraylist
18652000,74,7.56,591420,changeValue_last,vector
17961000,74,9.52,668864,getValue_first,arraylist
17961000,74,8.68,635640,getValue_first,vector
27880000,74,12.84,940612,getValue_middle,arraylist
27880000,74,11.82,892308,getValue_middle,vector
20029000,74,10.51,731956,getValue_last,arraylist
20029000,74,9.05,661980,getValue_last,vector
17977000,75,9.57,663460,insert,arraylist
17977000,75,7.89,577952,insert,vector
19895000,75,10.40,694868,removeValue_first,arraylist
19895000,75,8.26,616480,removeValue_first,vector
23957000,75,11.45,849532,removeValue_middle,arraylist
23957000,75,11.60,885756,removeValue_middle,vector
7225000,75,3.79,312256,removeValue_last,arraylist
7225000,75,2.77,317136,removeValue_last,vector
14801000,75,8.86,618128,changeValue_first,arraylist
14801000,75,7.51,525580,changeValue_first,vector
20820000,75,11.02,848012,changeValue_middle,arraylist
20820000,75,8.85,710964,changeValue_middle,vector
25461000,75,11.37,846600,changeValue_last,arraylist
25461000,75,10.44,917076,changeValue_last,vector
16150000,75,9.25,641768,getValue_first,arraylist
16150000,75,8.71,603540,getValue_first,vector
25588000,75,11.90,852652,getValue_middle,arraylist
25588000,75,11.85,889696,getValue_middle,vector
24666000,75,11.74,850708,getValue_last,arraylist
24666000,75,9.37,894576,getValue_last,vector
29228000,76,13.26,955152,insert,arraylist
29228000,76,11.60,898172,insert,vector
17370000,76,9.70,660256,removeValue_first,arraylist
17370000,76,9.97,630052,removeValue_first,vector
16568000,76,9.14,646684,removeValue_middle,arraylist
16568000,76,9.45,621236,removeValue_middle,vector
31445000,76,13.96,1081144,removeValue_last,arraylist
31445000,76,13.60,980012,removeValue_last,vector
26158000,76,12.44,954996,changeValue_first,arraylist
26158000,76,11.56,896324,changeValue_first,vector
26160000,76,12.75,956648,changeValue_middle,arraylist
26160000,76,12.08,894224,changeValue_middle,vector
26239000,76,12.76,956968,changeValue_last,arraylist
26239000,76,11.84,885268,changeValue_last,vector
13885000,76,8.99,602140,getValue_first,arraylist
13885000,76,4.94,470324,getValue_first,vector
28331000,76,12.55,955800,getValue_middle,arraylist
28331000,76,13.14,960292,getValue_middle,vector
22636000,76,11.61,852912,getValue_last,arraylist
22636000,76,11.25,874412,getValue_last,vector
19140000,77,9.38,688096,insert,arraylist
19140000,77,8.02,591928,insert,vector
10309000,77,5.06,377092,removeValue_first,arraylist
10309000,77,4.07,352112,removeValue_first,vector
28939000,77,13.62,954076,removeValue_middle,arraylist
28939000,77,11.84,904284,removeValue_middle,vector
7661000,77,3.93,312552,removeValue_last,arraylist
7661000,77,2.97,316276,removeValue_last,vector
28707000,77,13.07,952480,changeValue_first,arraylist
28707000,77,12.97,973288,changeValue_first,vector
6932000,77,3.71,308592,changeValue_middle,arraylist
6932000,77,2.28,274624,changeValue_middle,vector
30299000,77,13.28,958944,changeValue_last,arraylist
30299000,77,13.25,935804,changeValue_last,vector
26621000,77,12.74,931052,getValue_first,arraylist
26621000,77,10.85,930296,getValue_first,vector
16904000,77,9.31,650572,getValue_middle,arraylist
16904000,77,8.56,621344,getValue_middle,vector
19036000,77,9.48,681220,getValue_last,arraylist
19036000,77,9.10,650784,getValue_last,vector
8836000,78,4.49,343540,insert,arraylist
8836000,78,3.24,318556,insert,vector
8806000,78,4.75,352800,removeValue_first,arraylist
8806000,78,3.12,321444,removeValue_first,vector
29888000,78,13.18,956460,removeValue_middle,arraylist
29888000,78,13.61,946988,removeValue_middle,vector
6540000,78,4.01,309532,removeValue_last,arraylist
6540000,78,2.25,269944,removeValue_last,vector
20911000,78,11.03,849372,changeValue_first,arraylist
20911000,78,9.35,681820,changeValue_first,vector
28204000,78,13.26,953240,changeValue_middle,arraylist
28204000,78,11.31,898396,changeValue_middle,vector
5475000,78,2.81,250436,changeValue_last,arraylist
5475000,78,2.19,250932,changeValue_last,vector
10951000,78,4.86,378044,getValue_first,arraylist
10951000,78,6.12,451832,getValue_first,vector
5687000,78,2.70,251020,getValue_middle,arraylist
5687000,78,2.26,253736,getValue_middle,vector
7232000,78,3.70,305588,getValue_last,arraylist
7232000,78,2.92,312212,getValue_last,vector
15376000,79,9.24,627524,insert,arraylist
15376000,79,5.25,472260,insert,vector
16346000,79,9.59,649356,removeValue_first,arraylist
16346000,79,5.50,480448,removeValue_first,vector
12864000,79,5.73,444176,removeValue_middle,arraylist
12864000,79,5.05,475212,removeValue_middle,vector
31277000,79,14.24,1077592,removeValue_last,arraylist
31277000,79,13.34,953240,removeValue_last,vector
