Taille,Test,CPU,Mem,Action,Structure
3012500,20,1.34,154876,removeValue_last,vector
1470900,20,0.88,109844,changeValue_first,arraylist
1470900,20,4.96,133516,changeValue_first,linkedlist
1470900,20,0.79,110000,changeValue_first,vector
1495600,20,0.86,109868,changeValue_middle,arraylist
1495600,20,5.27,132260,changeValue_middle,linkedlist
1495600,20,0.83,113664,changeValue_middle,vector
943400,20,0.37,70956,changeValue_last,arraylist
943400,20,2.98,101516,changeValue_last,linkedlist
943400,20,0.31,66348,changeValue_last,vector
730000,20,0.31,64464,getValue_first,arraylist
730000,20,2.19,95920,getValue_first,linkedlist
730000,20,0.29,62512,getValue_first,vector
2227200,20,1.17,132760,getValue_middle,arraylist
2227200,20,6.22,169908,getValue_middle,linkedlist
2227200,20,0.99,126044,getValue_middle,vector
2273700,20,1.23,136532,getValue_last,arraylist
2273700,20,6.30,169752,getValue_last,linkedlist
2273700,20,0.93,126304,getValue_last,vector
1533800,21,0.87,111772,insert,arraylist
1533800,21,4.78,137600,insert,linkedlist
1533800,21,0.87,109900,insert,vector
109800,21,0.18,44916,removeValue_first,arraylist
109800,21,0.19,45352,removeValue_first,linkedlist
109800,21,0.18,45388,removeValue_first,vector
599000,21,0.29,62432,removeValue_middle,arraylist
599000,21,0.27,64552,removeValue_middle,linkedlist
599000,21,0.24,58028,removeValue_middle,vector
1075000,21,0.37,72752,removeValue_last,arraylist
1075000,21,2.83,107148,removeValue_last,linkedlist
1075000,21,0.33,72212,removeValue_last,vector
913800,21,0.38,72804,changeValue_first,arraylist
913800,21,2.79,108404,changeValue_first,linkedlist
913800,21,0.33,66388,changeValue_first,vector
1390300,21,0.46,90932,changeValue_middle,arraylist
1390300,21,5.34,128212,changeValue_middle,linkedlist
1390300,21,0.38,88392,changeValue_middle,vector
1534800,21,0.87,114204,changeValue_last,arraylist
1534800,21,4.87,131412,changeValue_last,linkedlist
1534800,21,0.84,114096,changeValue_last,vector
2069000,21,1.18,136472,getValue_first,arraylist
2069000,21,6.07,161004,getValue_first,linkedlist
2069000,21,1.07,128352,getValue_first,vector
538100,21,0.27,58140,getValue_middle,arraylist
538100,21,0.26,58324,getValue_middle,linkedlist
538100,21,0.21,55656,getValue_middle,vector
334400,21,0.18,54144,getValue_last,arraylist
334400,21,0.26,49912,getValue_last,linkedlist
334400,21,0.23,53772,getValue_last,vector
948800,22,0.36,74572,insert,arraylist
948800,22,2.85,103400,insert,linkedlist
948800,22,0.32,68696,insert,vector
1913900,22,1.01,124228,removeValue_first,arraylist
1913900,22,6.28,158784,removeValue_first,linkedlist
1913900,22,0.85,111944,removeValue_first,vector
2142800,22,1.17,132412,removeValue_middle,arraylist
2142800,22,6.49,168200,removeValue_middle,linkedlist
2142800,22,1.03,121876,removeValue_middle,vector
2810400,22,1.43,163200,removeValue_last,arraylist
2810400,22,15.96,230808,removeValue_last,linkedlist
2810400,22,1.34,156836,removeValue_last,vector
980800,22,0.39,76524,changeValue_first,arraylist
980800,22,2.94,103604,changeValue_first,linkedlist
980800,22,0.30,66708,changeValue_first,vector
25800,22,0.16,39176,changeValue_middle,arraylist
25800,22,0.16,37020,changeValue_middle,linkedlist
25800,22,0.18,42932,changeValue_middle,vector
1965000,22,1.00,120120,changeValue_last,arraylist
1965000,22,6.32,163060,changeValue_last,linkedlist
1965000,22,0.87,109732,changeValue_last,vector
154100,22,0.20,43380,getValue_first,arraylist
154100,22,0.20,43792,getValue_first,linkedlist
154100,22,0.20,47532,getValue_first,vector
1464900,22,0.87,111960,getValue_middle,arraylist
1464900,22,5.59,128120,getValue_middle,linkedlist
1464900,22,0.43,90900,getValue_middle,vector
2598700,22,1.21,134732,getValue_last,arraylist
2598700,22,6.41,184176,getValue_last,linkedlist
2598700,22,1.09,122052,getValue_last,vector
1364000,23,0.45,85164,insert,arraylist
1364000,23,3.97,114568,insert,linkedlist
1364000,23,0.46,90844,insert,vector
274900,23,0.23,49804,removeValue_first,arraylist
274900,23,0.25,54128,removeValue_first,linkedlist
274900,23,0.23,49868,removeValue_first,vector
63500,23,0.17,39048,removeValue_middle,arraylist
63500,23,0.17,41468,removeValue_middle,linkedlist
63500,23,0.19,43048,removeValue_middle,vector
2286500,23,1.25,135860,removeValue_last,arraylist
2286500,23,6.63,169964,removeValue_last,linkedlist
2286500,23,1.08,122212,removeValue_last,vector
2186000,23,1.20,135924,changeValue_first,arraylist
2186000,23,6.50,167852,changeValue_first,linkedlist
2186000,23,0.98,124004,changeValue_first,vector
1436100,23,0.88,113416,changeValue_middle,arraylist
1436100,23,4.91,127668,changeValue_middle,linkedlist
1436100,23,0.41,85216,changeValue_middle,vector
421800,23,0.24,56168,changeValue_last,arraylist
421800,23,0.27,54400,changeValue_last,linkedlist
421800,23,0.21,49904,changeValue_last,vector
3070200,23,1.53,164936,getValue_first,arraylist
3070200,23,16.58,236660,getValue_first,linkedlist
3070200,23,1.32,158732,getValue_first,vector
1452100,23,0.98,113928,getValue_middle,arraylist
1452100,23,4.98,127588,getValue_middle,linkedlist
1452100,23,0.40,84844,getValue_middle,vector
1013500,23,0.35,72576,getValue_last,arraylist
1013500,23,2.94,101272,getValue_last,linkedlist
1013500,23,0.32,70364,getValue_last,vector
1753800,24,0.95,109852,insert,arraylist
1753800,24,4.97,130980,insert,linkedlist
1753800,24,0.81,115620,insert,vector
1509600,24,0.96,113968,removeValue_first,arraylist
1509600,24,5.01,127232,removeValue_first,linkedlist
1509600,24,0.88,109904,removeValue_first,vector
852100,24,0.31,72644,removeValue_middle,arraylist
852100,24,3.05,102680,removeValue_middle,linkedlist
852100,24,0.29,64476,removeValue_middle,vector
3043000,24,1.54,163168,removeValue_last,arraylist
3043000,24,16.40,230868,removeValue_last,linkedlist
3043000,24,1.41,158032,removeValue_last,vector
2713100,24,1.39,145004,changeValue_first,arraylist
2713100,24,15.98,236756,changeValue_first,linkedlist
2713100,24,1.36,153044,changeValue_first,vector
2756700,24,1.52,163364,changeValue_middle,arraylist
2756700,24,16.02,234524,changeValue_middle,linkedlist
2756700,24,1.40,155012,changeValue_middle,vector
1711000,24,0.85,113828,changeValue_last,arraylist
1711000,24,5.14,129760,changeValue_last,linkedlist
1711000,24,0.91,113668,changeValue_last,vector
1174900,24,0.38,74976,getValue_first,arraylist
1174900,24,3.82,118588,getValue_first,linkedlist
1174900,24,0.31,68456,getValue_first,vector
1816400,24,0.92,110264,getValue_middle,arraylist
1816400,24,6.50,154720,getValue_middle,linkedlist
1816400,24,0.78,111528,getValue_middle,vector
1906400,24,0.98,120220,getValue_last,arraylist
1906400,24,6.40,155840,getValue_last,linkedlist
1906400,24,0.87,115824,getValue_last,vector
1281100,25,0.48,84904,insert,arraylist
1281100,25,4.00,120764,insert,linkedlist
1281100,25,0.37,70516,insert,vector
793700,25,0.29,66704,removeValue_first,arraylist
793700,25,2.16,90412,removeValue_first,linkedlist
793700,25,0.33,62560,removeValue_first,vector
3248000,25,1.58,167300,removeValue_middle,arraylist
3248000,25,16.58,228456,removeValue_middle,linkedlist
3248000,25,1.40,158712,removeValue_middle,vector
2247600,25,1.20,132736,removeValue_last,arraylist
2247600,25,6.51,174380,removeValue_last,linkedlist
2247600,25,1.06,121956,removeValue_last,vector
758000,25,0.32,66420,changeValue_first,arraylist
758000,25,2.09,90696,changeValue_first,linkedlist
758000,25,0.34,66136,changeValue_first,vector
3159600,25,1.54,161136,changeValue_middle,arraylist
3159600,25,16.52,232256,changeValue_middle,linkedlist
3159600,25,1.42,157024,changeValue_middle,vector
849600,25,0.38,70844,changeValue_last,arraylist
849600,25,3.03,105220,changeValue_last,linkedlist
849600,25,0.32,64468,changeValue_last,vector
2521800,25,1.28,132180,getValue_first,arraylist
2521800,25,6.42,178276,getValue_first,linkedlist
2521800,25,1.16,121888,getValue_first,vector
2864000,25,1.52,165560,getValue_middle,arraylist
2864000,25,15.97,228632,getValue_middle,linkedlist
2864000,25,1.40,156744,getValue_middle,vector
686400,25,0.28,62476,getValue_last,arraylist
686400,25,2.30,94440,getValue_last,linkedlist
686400,25,0.30,62472,getValue_last,vector
106700,26,0.19,41492,insert,arraylist
106700,26,0.17,41452,insert,linkedlist
106700,26,0.18,45332,insert,vector
1451800,26,0.87,110228,removeValue_first,arraylist
1451800,26,4.76,129528,removeValue_first,linkedlist
1451800,26,0.43,84896,removeValue_first,vector
2324200,26,1.23,136448,removeValue_middle,arraylist
2324200,26,6.49,173956,removeValue_middle,linkedlist
2324200,26,1.03,121996,removeValue_middle,vector
266500,26,0.22,51716,removeValue_last,arraylist
266500,26,0.19,47972,removeValue_last,linkedlist
266500,26,0.22,45640,removeValue_last,vector
865900,26,0.36,70888,changeValue_first,arraylist
865900,26,3.05,103996,changeValue_first,linkedlist
865900,26,0.33,66508,changeValue_first,vector
936300,26,0.38,76728,changeValue_middle,arraylist
936300,26,2.97,101156,changeValue_middle,linkedlist
936300,26,0.33,68460,changeValue_middle,vector
1728100,26,0.90,114100,changeValue_last,arraylist
1728100,26,5.09,129592,changeValue_last,linkedlist
1728100,26,0.90,110112,changeValue_last,vector
101200,26,0.20,39444,getValue_first,arraylist
101200,26,0.16,45728,getValue_first,linkedlist
101200,26,0.21,41572,getValue_first,vector
285000,26,0.22,49804,getValue_middle,arraylist
285000,26,0.23,48048,getValue_middle,linkedlist
285000,26,0.21,45728,getValue_middle,vector
322200,26,0.22,54008,getValue_last,arraylist
322200,26,0.20,50028,getValue_last,linkedlist
322200,26,0.20,51840,getValue_last,vector
2230300,27,1.28,136620,insert,arraylist
2230300,27,6.54,176052,insert,linkedlist
2230300,27,1.04,122080,insert,vector
2861800,27,1.67,161324,removeValue_first,arraylist
2861800,27,16.92,234508,removeValue_first,linkedlist
2861800,27,1.44,152732,removeValue_first,vector
2623300,27,1.28,132732,removeValue_middle,arraylist
2623300,27,6.71,186628,removeValue_middle,linkedlist
2623300,27,1.20,142632,removeValue_middle,vector
1400100,27,0.47,88824,removeValue_last,arraylist
1400100,27,3.86,114596,removeValue_last,linkedlist
1400100,27,0.43,88944,removeValue_last,vector
1696800,27,0.86,113412,changeValue_first,arraylist
1696800,27,5.19,129536,changeValue_first,linkedlist
1696800,27,0.88,109852,changeValue_first,vector
339200,27,0.21,50024,changeValue_middle,arraylist
339200,27,0.23,54004,changeValue_middle,linkedlist
339200,27,0.24,49864,changeValue_middle,vector
139900,27,0.20,47336,changeValue_last,arraylist
139900,27,0.20,44032,changeValue_last,linkedlist
139900,27,0.19,44912,changeValue_last,vector
2796700,27,1.44,165148,getValue_first,arraylist
2796700,27,15.82,234660,getValue_first,linkedlist
2796700,27,1.25,156768,getValue_first,vector
2802700,27,1.47,159388,getValue_middle,arraylist
2802700,27,15.78,228292,getValue_middle,linkedlist
2802700,27,1.38,160796,getValue_middle,vector
1473800,27,0.91,110124,getValue_last,arraylist
1473800,27,5.14,132124,getValue_last,linkedlist
1473800,27,0.79,110032,getValue_last,vector
2154100,28,1.22,136592,insert,arraylist
2154100,28,6.59,163592,insert,linkedlist
2154100,28,1.10,123784,insert,vector
2339100,28,1.33,132660,removeValue_first,arraylist
2339100,28,6.52,177076,removeValue_first,linkedlist
2339100,28,1.08,125816,removeValue_first,vector
2602900,28,1.26,136732,removeValue_middle,arraylist
2602900,28,6.58,181832,removeValue_middle,linkedlist
2602900,28,1.11,122032,removeValue_middle,vector
2968800,28,1.54,159360,removeValue_last,arraylist
2968800,28,16.30,233912,removeValue_last,linkedlist
2968800,28,1.33,153004,removeValue_last,vector
2120600,28,1.09,138576,changeValue_first,arraylist
2120600,28,6.55,163992,changeValue_first,linkedlist
2120600,28,1.06,122088,changeValue_first,vector
664300,28,0.30,62576,changeValue_middle,arraylist
664300,28,2.26,94544,changeValue_middle,linkedlist
664300,28,0.30,60436,changeValue_middle,vector
1862600,28,0.92,122308,changeValue_last,arraylist
1862600,28,6.65,157580,changeValue_last,linkedlist
1862600,28,0.90,109712,changeValue_last,vector
1546200,28,0.90,113896,getValue_first,arraylist
1546200,28,5.01,132532,getValue_first,linkedlist
1546200,28,0.82,113548,getValue_first,vector
247200,28,0.24,45920,getValue_middle,arraylist
247200,28,0.23,51864,getValue_middle,linkedlist
247200,28,0.21,45692,getValue_middle,vector
3239600,28,1.59,163184,getValue_last,arraylist
3239600,28,16.82,228616,getValue_last,linkedlist
3239600,28,1.47,157060,getValue_last,vector
1764100,29,0.91,109888,insert,arraylist
1764100,29,5.04,131888,insert,linkedlist
1764100,29,0.89,109840,insert,vector
1255100,29,0.45,86640,removeValue_first,arraylist
1255100,29,4.09,118864,removeValue_first,linkedlist
1255100,29,0.40,74560,removeValue_first,vector
59200,29,0.17,43032,removeValue_middle,arraylist
59200,29,0.17,39352,removeValue_middle,linkedlist
59200,29,0.19,42876,removeValue_middle,vector
2213800,29,1.26,134608,removeValue_last,arraylist
2213800,29,6.59,167796,removeValue_last,linkedlist
2213800,29,0.99,124064,removeValue_last,vector
805400,29,0.30,64640,changeValue_first,arraylist
805400,29,2.08,92084,changeValue_first,linkedlist
805400,29,0.31,65708,changeValue_first,vector
664700,29,0.30,62488,changeValue_middle,arraylist
664700,29,2.15,96620,changeValue_middle,linkedlist
664700,29,0.26,62108,changeValue_middle,vector
1910000,29,0.95,123476,changeValue_last,arraylist
1910000,29,6.39,155380,changeValue_last,linkedlist
1910000,29,0.90,109780,changeValue_last,vector
2100000,29,1.25,132544,getValue_first,arraylist
2100000,29,6.53,163960,getValue_first,linkedlist
2100000,29,1.07,124068,getValue_first,vector
351700,29,0.23,48152,getValue_middle,arraylist
351700,29,0.25,58432,getValue_middle,linkedlist
351700,29,0.23,49848,getValue_middle,vector
784300,29,0.32,64480,getValue_last,arraylist
784300,29,2.25,94284,getValue_last,linkedlist
784300,29,0.30,62284,getValue_last,vector
529000,30,0.28,62320,insert,arraylist
529000,30,0.24,64560,insert,linkedlist
529000,30,0.27,57872,insert,vector
1254400,30,0.50,83112,removeValue_first,arraylist
1254400,30,4.16,118528,removeValue_first,linkedlist
1254400,30,0.41,73696,removeValue_first,vector
219700,30,0.24,43852,removeValue_middle,arraylist
219700,30,0.23,49624,removeValue_middle,linkedlist
219700,30,0.25,47572,removeValue_middle,vector
194700,30,0.21,47612,removeValue_last,arraylist
194700,30,0.22,47860,removeValue_last,linkedlist
194700,30,0.25,47716,removeValue_last,vector
2438500,30,1.34,134664,changeValue_first,arraylist
2438500,30,6.69,178252,changeValue_first,linkedlist
2438500,30,1.13,120216,changeValue_first,vector
1575500,30,0.98,110004,changeValue_middle,arraylist
1575500,30,5.28,129836,changeValue_middle,linkedlist
1575500,30,0.89,109816,changeValue_middle,vector
328000,30,0.22,51132,changeValue_last,arraylist
328000,30,0.27,50192,changeValue_last,linkedlist
328000,30,0.24,53128,changeValue_last,vector
2680200,30,1.51,142892,getValue_first,arraylist
2680200,30,16.52,228904,getValue_first,linkedlist
2680200,30,1.17,146496,getValue_first,vector
1417500,30,0.45,85112,getValue_middle,arraylist
1417500,30,4.85,130920,getValue_middle,linkedlist
1417500,30,0.44,88920,getValue_middle,vector
3040000,30,1.53,159160,getValue_last,arraylist
3040000,30,16.29,230644,getValue_last,linkedlist
3040000,30,1.39,154888,getValue_last,vector
3011300,31,1.64,159276,insert,arraylist
3011300,31,15.58,232448,insert,linkedlist
3011300,31,1.47,158072,insert,vector
1848300,31,0.97,124132,removeValue_first,arraylist
1848300,31,6.58,153776,removeValue_first,linkedlist
1848300,31,0.99,109732,removeValue_first,vector
1844000,31,0.93,124048,removeValue_middle,arraylist
1844000,31,7.03,153872,removeValue_middle,linkedlist
1844000,31,0.89,109940,removeValue_middle,vector
1750000,31,0.96,114112,removeValue_last,arraylist
1750000,31,5.28,130968,removeValue_last,linkedlist
1750000,31,0.84,109844,removeValue_last,vector
51100,31,0.18,41048,changeValue_first,arraylist
51100,31,0.18,39184,changeValue_first,linkedlist
51100,31,0.18,39216,changeValue_first,vector
1109300,31,0.38,78664,changeValue_middle,arraylist
1109300,31,4.16,114740,changeValue_middle,linkedlist
1109300,31,0.33,70596,changeValue_middle,vector
2957300,31,1.54,159076,changeValue_last,arraylist
2957300,31,16.53,232384,changeValue_last,linkedlist
2957300,31,1.50,156712,changeValue_last,vector
2229000,31,1.18,136592,getValue_first,arraylist
2229000,31,6.42,167804,getValue_first,linkedlist
2229000,31,1.14,126196,getValue_first,vector
247700,31,0.23,51976,getValue_middle,arraylist
247700,31,0.23,47916,getValue_middle,linkedlist
247700,31,0.21,49360,getValue_middle,vector
2062100,31,1.27,136288,getValue_last,arraylist
2062100,31,6.52,165324,getValue_last,linkedlist
2062100,31,1.02,122104,getValue_last,vector
150000,32,0.22,45652,insert,arraylist
150000,32,0.22,45628,insert,linkedlist
150000,32,0.22,47612,insert,vector
1300200,32,0.40,83236,removeValue_first,arraylist
1300200,32,3.76,114344,removeValue_first,linkedlist
1300200,32,0.37,70508,removeValue_first,vector
2837100,32,1.48,159484,removeValue_middle,arraylist
2837100,32,16.85,234456,removeValue_middle,linkedlist
2837100,32,1.39,155056,removeValue_middle,vector
17500,32,0.18,36540,removeValue_last,arraylist
17500,32,0.19,36792,removeValue_last,linkedlist
17500,32,0.17,36764,removeValue_last,vector
557200,32,0.30,62428,changeValue_first,arraylist
557200,32,0.25,64316,changeValue_first,linkedlist
557200,32,0.25,55852,changeValue_first,vector
955500,32,0.39,70848,changeValue_middle,arraylist
955500,32,3.14,105400,changeValue_middle,linkedlist
955500,32,0.34,66676,changeValue_middle,vector
3056200,32,1.66,165276,changeValue_last,arraylist
3056200,32,16.53,228808,changeValue_last,linkedlist
3056200,32,1.42,155040,changeValue_last,vector
2112400,32,1.20,135960,getValue_first,arraylist
2112400,32,6.43,165864,getValue_first,linkedlist
2112400,32,1.07,124332,getValue_first,vector
537000,32,0.27,56428,getValue_middle,arraylist
537000,32,0.29,64356,getValue_middle,linkedlist
537000,32,0.23,52000,getValue_middle,vector
2483200,32,1.16,132484,getValue_last,arraylist
2483200,32,6.47,184340,getValue_last,linkedlist
2483200,32,1.09,124132,getValue_last,vector
2760500,33,1.57,159332,insert,arraylist
2760500,33,15.16,228392,insert,linkedlist
2760500,33,1.46,152816,insert,vector
804200,33,0.30,64488,removeValue_first,arraylist
804200,33,2.22,91648,removeValue_first,linkedlist
804200,33,0.30,62400,removeValue_first,vector
2850800,33,1.53,164980,removeValue_middle,arraylist
2850800,33,16.09,236236,removeValue_middle,linkedlist
2850800,33,1.47,154616,removeValue_middle,vector
925300,33,0.36,72936,removeValue_last,arraylist
925300,33,3.15,103420,removeValue_last,linkedlist
925300,33,0.30,64156,removeValue_last,vector
779600,33,0.34,64492,changeValue_first,arraylist
779600,33,2.07,91104,changeValue_first,linkedlist
779600,33,0.32,64256,changeValue_first,vector
2093000,33,1.25,132760,changeValue_middle,arraylist
2093000,33,6.49,162836,changeValue_middle,linkedlist
2093000,33,1.07,119968,changeValue_middle,vector
1660100,33,1.01,111976,changeValue_last,arraylist
1660100,33,5.10,127368,changeValue_last,linkedlist
1660100,33,0.84,110008,changeValue_last,vector
575400,33,0.30,66620,getValue_first,arraylist
575400,33,0.23,60468,getValue_first,linkedlist
575400,33,0.25,53856,getValue_first,vector
1106700,33,0.38,76992,getValue_middle,arraylist
1106700,33,3.91,118460,getValue_middle,linkedlist
1106700,33,0.33,71620,getValue_middle,vector
2565600,33,1.29,134572,getValue_last,arraylist
2565600,33,6.54,184276,getValue_last,linkedlist
2565600,33,1.06,125776,getValue_last,vector
1527000,34,0.91,110244,insert,arraylist
1527000,34,5.02,127456,insert,linkedlist
1527000,34,0.79,113684,insert,vector
747900,34,0.31,64544,removeValue_first,arraylist
747900,34,2.23,90236,removeValue_first,linkedlist
747900,34,0.32,64360,removeValue_first,vector
1599900,34,0.95,109988,removeValue_middle,arraylist
1599900,34,5.16,132736,removeValue_middle,linkedlist
1599900,34,0.82,111592,removeValue_middle,vector
1552400,34,0.92,110072,removeValue_last,arraylist
1552400,34,5.14,130816,removeValue_last,linkedlist
1552400,34,0.86,115776,removeValue_last,vector
1375600,34,0.43,89096,changeValue_first,arraylist
1375600,34,3.94,114840,changeValue_first,linkedlist
1375600,34,0.43,88744,changeValue_first,vector
2465800,34,1.24,134688,changeValue_middle,arraylist
2465800,34,6.43,178380,changeValue_middle,linkedlist
2465800,34,1.15,120016,changeValue_middle,vector
1409000,34,0.46,89152,changeValue_last,arraylist
1409000,34,3.79,113556,changeValue_last,linkedlist
1409000,34,0.41,88784,changeValue_last,vector
3090800,34,1.46,165288,getValue_first,arraylist
3090800,34,16.82,233052,getValue_first,linkedlist
3090800,34,1.34,154988,getValue_first,vector
944100,34,0.35,74804,getValue_middle,arraylist
944100,34,2.82,103580,getValue_middle,linkedlist
944100,34,0.32,64556,getValue_middle,vector
1406100,34,0.45,89060,getValue_last,arraylist
1406100,34,3.98,118444,getValue_last,linkedlist
1406100,34,0.38,88808,getValue_last,vector
1557600,35,0.79,115804,insert,arraylist
1557600,35,4.95,130080,insert,linkedlist
1557600,35,0.86,111608,insert,vector
1143900,35,0.39,78748,removeValue_first,arraylist
1143900,35,4.15,114860,removeValue_first,linkedlist
1143900,35,0.34,72184,removeValue_first,vector
2064600,35,1.24,136576,removeValue_middle,arraylist
2064600,35,6.50,165692,removeValue_middle,linkedlist
2064600,35,1.12,121916,removeValue_middle,vector
2338400,35,1.27,132396,removeValue_last,arraylist
2338400,35,6.68,176148,removeValue_last,linkedlist
2338400,35,1.09,122120,removeValue_last,vector
128200,35,0.20,43324,changeValue_first,arraylist
128200,35,0.22,45644,changeValue_first,linkedlist
128200,35,0.21,45292,changeValue_first,vector
2318600,35,1.28,138536,changeValue_middle,arraylist
2318600,35,6.76,172176,changeValue_middle,linkedlist
2318600,35,1.12,125964,changeValue_middle,vector
2007600,35,1.02,122184,changeValue_last,arraylist
2007600,35,6.37,163920,changeValue_last,linkedlist
2007600,35,0.86,114004,changeValue_last,vector
2011100,35,1.00,120180,getValue_first,arraylist
2011100,35,6.42,163928,getValue_first,linkedlist
2011100,35,0.84,113572,getValue_first,vector
845700,35,0.35,70728,getValue_middle,arraylist
845700,35,2.91,103296,getValue_middle,linkedlist
845700,35,0.30,68044,getValue_middle,vector
2991800,35,1.49,163012,getValue_last,arraylist
2991800,35,16.28,234412,getValue_last,linkedlist
2991800,35,1.44,154952,getValue_last,vector
726700,36,0.29,66500,insert,arraylist
726700,36,2.28,94592,insert,linkedlist
726700,36,0.30,65784,insert,vector
1566100,36,0.99,111860,removeValue_first,arraylist
1566100,36,4.82,133540,removeValue_first,linkedlist
1566100,36,0.85,109832,removeValue_first,vector
2934400,36,1.56,159188,removeValue_middle,arraylist
2934400,36,16.59,232452,removeValue_middle,linkedlist
2934400,36,1.35,152920,removeValue_middle,vector
2972400,36,1.52,159208,removeValue_last,arraylist
2972400,36,16.63,230816,removeValue_last,linkedlist
2972400,36,1.38,155064,removeValue_last,vector
2681200,36,1.38,142972,changeValue_first,arraylist
2681200,36,6.75,186820,changeValue_first,linkedlist
2681200,36,1.20,144576,changeValue_first,vector
1149500,36,0.38,72996,changeValue_middle,arraylist
1149500,36,3.79,113184,changeValue_middle,linkedlist
1149500,36,0.33,68356,changeValue_middle,vector
378000,36,0.25,52148,changeValue_last,arraylist
378000,36,0.28,53956,changeValue_last,linkedlist
378000,36,0.20,52056,changeValue_last,vector
2889900,36,1.49,162492,getValue_first,arraylist
2889900,36,18.52,228588,getValue_first,linkedlist
2889900,36,1.54,158832,getValue_first,vector
2385700,36,1.30,136396,getValue_middle,arraylist
2385700,36,6.70,174276,getValue_middle,linkedlist
2385700,36,1.06,122164,getValue_middle,vector
3124400,36,1.51,159144,getValue_last,arraylist
3124400,36,15.79,227812,getValue_last,linkedlist
3124400,36,1.46,155160,getValue_last,vector
1809300,37,0.93,110080,insert,arraylist
1809300,37,6.57,153808,insert,linkedlist
1809300,37,0.87,111648,insert,vector
1674600,37,1.01,110036,removeValue_first,arraylist
1674600,37,5.15,127832,removeValue_first,linkedlist
1674600,37,0.92,111808,removeValue_first,vector
1411400,37,0.45,90916,removeValue_middle,arraylist
1411400,37,4.12,114748,removeValue_middle,linkedlist
1411400,37,0.42,85184,removeValue_middle,vector
898100,37,0.40,72092,removeValue_last,arraylist
898100,37,3.16,105892,removeValue_last,linkedlist
898100,37,0.31,68176,removeValue_last,vector
2561600,37,1.24,132816,changeValue_first,arraylist
2561600,37,6.33,182568,changeValue_first,linkedlist
2561600,37,1.12,122092,changeValue_first,vector
491900,37,0.28,58224,changeValue_middle,arraylist
491900,37,0.27,60176,changeValue_middle,linkedlist
491900,37,0.23,55256,changeValue_middle,vector
489400,37,0.27,54108,changeValue_last,arraylist
489400,37,0.25,60232,changeValue_last,linkedlist
489400,37,0.20,51968,changeValue_last,vector
992100,37,0.34,70516,getValue_first,arraylist
992100,37,2.89,103528,getValue_first,linkedlist
992100,37,0.36,66664,getValue_first,vector
3260500,37,1.48,161168,getValue_middle,arraylist
3260500,37,15.81,229976,getValue_middle,linkedlist
3260500,37,1.39,156616,getValue_middle,vector
2967900,37,1.48,161128,getValue_last,arraylist
2967900,37,16.29,232528,getValue_last,linkedlist
2967900,37,1.41,154896,getValue_last,vector
74200,38,0.18,45452,insert,arraylist
74200,38,0.16,43280,insert,linkedlist
74200,38,0.18,39028,insert,vector
2749500,38,1.55,163328,removeValue_first,arraylist
2749500,38,15.53,232648,removeValue_first,linkedlist
2749500,38,1.35,158560,removeValue_first,vector
3078800,38,1.55,162476,removeValue_middle,arraylist
3078800,38,16.87,234216,removeValue_middle,linkedlist
3078800,38,1.37,159064,removeValue_middle,vector
2278800,38,1.21,132584,removeValue_last,arraylist
2278800,38,6.58,169824,removeValue_last,linkedlist
2278800,38,1.10,123212,removeValue_last,vector
794700,38,0.33,64600,changeValue_first,arraylist
794700,38,2.18,90164,changeValue_first,linkedlist
794700,38,0.35,62276,changeValue_first,vector
639100,38,0.29,64488,changeValue_middle,arraylist
639100,38,2.14,94368,changeValue_middle,linkedlist
639100,38,0.24,57816,changeValue_middle,vector
1130800,38,0.38,72872,changeValue_last,arraylist
1130800,38,3.97,117624,changeValue_last,linkedlist
1130800,38,0.33,71616,changeValue_last,vector
34400,38,0.18,40848,getValue_first,arraylist
34400,38,0.16,40884,getValue_first,linkedlist
34400,38,0.16,38812,getValue_first,vector
1850800,38,1.00,122312,getValue_middle,arraylist
1850800,38,6.59,153552,getValue_middle,linkedlist
1850800,38,0.88,109528,getValue_middle,vector
3245100,38,1.54,162420,getValue_last,arraylist
3245100,38,16.06,234680,getValue_last,linkedlist
3245100,38,1.42,154028,getValue_last,vector
2304300,39,1.16,136536,insert,arraylist
2304300,39,6.19,171612,insert,linkedlist
2304300,39,1.12,126120,insert,vector
861000,39,0.39,70692,removeValue_first,arraylist
861000,39,2.98,103176,removeValue_first,linkedlist
861000,39,0.35,64612,removeValue_first,vector
1538500,39,0.98,114064,removeValue_middle,arraylist
1538500,39,5.12,130888,removeValue_middle,linkedlist
1538500,39,0.85,111604,removeValue_middle,vector
1069800,39,0.39,74836,removeValue_last,arraylist
1069800,39,2.73,101256,removeValue_last,linkedlist
1069800,39,0.31,70220,removeValue_last,vector
530200,39,0.31,60072,changeValue_first,arraylist
530200,39,0.27,58552,changeValue_first,linkedlist
530200,39,0.25,55432,changeValue_first,vector
2267900,39,1.30,136520,changeValue_middle,arraylist
2267900,39,6.49,174136,changeValue_middle,linkedlist
2267900,39,1.10,122136,changeValue_middle,vector
2299900,39,1.23,136456,changeValue_last,arraylist
2299900,39,6.31,169164,changeValue_last,linkedlist
2299900,39,1.05,125304,changeValue_last,vector
1971200,39,0.96,122148,getValue_first,arraylist
1971200,39,6.17,157444,getValue_first,linkedlist
1971200,39,0.92,113836,getValue_first,vector
1943700,39,0.97,124040,getValue_middle,arraylist
